²Ü²©ÎÆ	20	83.9	103.9
²ÜÊ«ÏÄ	70	92.7	162.7
²ÜÒ»È»	95	96.7	191.7
²ÜêÅ²©	20	87.2	107.2
²Ü¼ÎÂ¡	20	97.7	117.7
²Ü²©Îä	20	69.5	89.5
²Ü²ÓÖ®	61	83.7	144.7
²Ü²©Îà	20	86.6	106.6
²ÜÔý²©	24.5	80.5	105.0
²ÜÆôË´	60	94.5	154.5
²ÜÃú²©	64	85.0	149.0
²ÜÇüÈ»	61	75.5	136.5
²ÜÏþ»Û	22	82.1	104.1
²Ü²©Î³	62.5	78.1	140.6
²Üìº²©	60	94.5	154.5
²Ü²©Î°	60	86.6	146.6
²Ü²©Î¤	60	88.3	148.3
²Ü²©Î¬	64	76.8	140.8
²Ü²©Î©	60	81.4	141.4
²Ü²©Î¾	60	86.6	146.6
²Ü²ÓÖ¥	23.5	80.2	103.7
²ÜÒúÈ»	95	94.5	189.5
²ÜÆäÈ½	21	88.0	109.0
²ÜÈôÄÏ	20	76.9	96.9
²ÜÆäÈ»	61	75.5	136.5
²Üæ¯²©	20	87.2	107.2
²Ü¾©³É	65	92.1	157.1
²ÜÜ²È»	95	84.9	179.9
²Ü²©Îª	60	81.4	141.4
²Üº­½Ü	20	81.4	101.4
²Üâùá°	92	87.2	179.2
²Ü¼ÑêÅ	23.5	79.1	102.6
²Ü¼ÍÈ½	20	75.9	95.9
²ÜÕä÷ì	62.5	81.6	144.1
²ÜÞÈîÚ	60	81.6	141.6
²ÜÁ¢Áé	62	87.2	149.2
²ÜÒ»½ð	95	75.5	170.5
²ÜÔÃÔ¨	60	94.5	154.5
²ÜÞÈîê	60	81.6	141.6
²ÜÔÃÔ²	95	88.4	183.4
²Ü³¯²©	60	81.4	141.4
²ÜÇÔº­	60	84.9	144.9
²ÜÑ©Ó¨	24	84.3	108.3
²ÜÒå²©	24	95.3	119.3
²Ü¼ÑÍú	65	83.2	148.2
²ÜÈªÈª	22.5	76.6	99.1
²Ü²´Îà	20	70.3	90.3
²ÜÀÉæè	24	96.5	120.5
²Ü¸²Éù	65	88.6	153.6
²ÜÃÔº­	24	95.3	119.3
²ÜÈ×²©	20	81.4	101.4
²Ü¼ÍÈ»	60	87.2	147.2
²Üº­½­	20	75.9	95.9
²ÜÆ½À¶	26	90.9	116.9
²Ü³Ì³Ì	60	81.4	141.4
²ÜÔÃÔ·	60	90.9	150.9
²ÜµÀÈ»	74.5	72.6	147.1
²ÜÔð³Ì	70	94.5	164.5
²Üå°ì¿	24.5	86.4	110.9
²ÜÒ»½­	62.5	87.9	150.4
²ÜÞÈÃô	20	70.3	90.3
